,Unnamed: 0,label,original,hypothesis,modified
15425,15425,entailment,the side of a building next to a church is painted with a brightly colored coca-cola sign.,there is a coca-cola sign on a building.,there is a coca- cola style sign on a building.
15426,15426,contradiction,a man carrying boxes on his shoulder is walking past a building with a coca-cola sign on it.,a man pushing a cart shops for groceries.,a Chinese man pushing a lot cart passing shops for groceries.
15427,15427,entailment,a man carrying boxes on his shoulder is walking past a building with a coca-cola sign on it.,a man with boxes on his shoulders walks past a coca-cola building.,a black man with three boxes on his shoulder shoulders walks past a coca- cola commercial building.
15428,15428,neutral,a man carrying boxes on his shoulder is walking past a building with a coca-cola sign on it.,a man delivers boxes that he carries on his shoulders to the coca-cola building.,a tall man delivers four boxes that he carries on his shoulder shoulders to the coca- cola commercial building.
15429,15429,entailment,a man walks down a sidewalk near a coca cola mural.,a man is outside.,a white man is outside.
15430,15430,entailment,a man wearing a gray hat is lying with his head next to a cow's head.,there is a man laying down by a cow.,there is a big man laying down by a cow.
15431,15431,contradiction,a man wearing a gray hat is lying with his head next to a cow's head.,the woman is riding the cow.,the white woman is riding the white cow.
15432,15432,contradiction,a person laying on the ground next to a cow.,the cow convinced her to lay on the bed.,the white cow convinced her to lay on the bed.
15433,15433,neutral,a person laying on the ground next to a cow.,the cow is the girls pet.,the white cow is the girls pet.
15434,15434,entailment,a person laying on the ground next to a cow.,the person and the cow are outdoors.,the person and the white cow are outdoors.
15435,15435,neutral,a shirtless guy lays in the sand with a cow.,the man is next to a brown and white cow.,the white man is next to a brown and white cow.
15436,15436,entailment,a shirtless guy lays in the sand with a cow.,the animal is laying down outside.,the animal is laying down outside.
15437,15437,contradiction,a shirtless guy lays in the sand with a cow.,the man is laying on the beach with his dog.,the black man is laying on the beach with his dog.
15438,15438,entailment,man with tattoo is lying down in the sand next to a cow.,the man is outdoors and with animals.,the middle man is outdoors and with animals.
15439,15439,contradiction,man with tattoo is lying down in the sand next to a cow.,the man is at home with his kids.,the middle man is at home with his kids.
15440,15440,neutral,man with tattoo is lying down in the sand next to a cow.,the man is at a farm.,the middle man is at a farm.
15441,15441,contradiction,a man lays in the sand next to a cow.,a man runs with his cow,a white man runs with his white cow
15442,15442,entailment,a man lays in the sand next to a cow.,a man and a cow,a king man and a white cow
15443,15443,neutral,a man lays in the sand next to a cow.,a man and a cow on a beach,a white man and a white cow on a beach
15444,15444,neutral,a man wearing a gray hat is lying with his head next to a cow's head.,the cow is dead.,the white cow is dead.
15445,15445,entailment,a boy rides a segway scooter through a crowded city plaza.,a boy rides on a segway.,a young boy rides on a segway.
15446,15446,contradiction,kid holding handles on two wheeled object,the kid is asleep.,the second kid is asleep.
15447,15447,entailment,kid holding handles on two wheeled object,the kid has hands.,the middle kid has two hands.
15448,15448,contradiction,a boy in a green shirt and blue jeans riding a segway.,the boy is wearing a purple shirt and riding a skateboard.,the middle boy is wearing a purple white shirt and riding a skateboard.
15449,15449,entailment,a boy in a green shirt and blue jeans riding a segway.,the boy is in a green shirt.,the middle boy is in a green shirt.
15450,15450,neutral,a boy in a green shirt and blue jeans riding a segway.,the boy is going to meet someone.,the black boy is going to meet someone.
15451,15451,neutral,a boy in a green t-shirt is riding on a segway,a man racing on his scooter.,a young man racing on his scooter.
15452,15452,contradiction,a boy in a green t-shirt is riding on a segway,a man resting in a park.,a young man resting in a park.
15453,15453,entailment,a boy in a green t-shirt is riding on a segway,a boy riding on a motor scooter.,a little boy riding on a motor scooter.
15454,15454,entailment,the child in the green shirt is on a machine with wheels.,a person is using a machine.,a certain person is using a talking machine.
15455,15455,contradiction,the child in the green shirt is on a machine with wheels.,a child is dancing.,a female child is dancing.
15456,15456,neutral,a boy rides a segway scooter through a crowded city plaza.,a boy rides on a segway to school.,a young boy rides on a segway to school.
15457,15457,contradiction,a boy rides a segway scooter through a crowded city plaza.,a girl rides a bike.,a little girl rides a yellow bike.
15458,15458,neutral,kid holding handles on two wheeled object,the kid is riding a bike.,the middle kid is riding a mountain bike.
15459,15459,entailment,oklahoma sooner football players on the field.,the players are outside,the two players are outside
15460,15460,contradiction,football players stand at the line of scrimmage.,the players are laying down,the 2 players are laying down
15461,15461,neutral,football players stand at the line of scrimmage.,the players are in uniform,the three players are in white uniform
15462,15462,entailment,football players stand at the line of scrimmage.,the players are on a football field,the players are on a football playing field
15463,15463,neutral,football players huddle and get ready for the game.,the players are excited,the three players are excited
15464,15464,entailment,football players huddle and get ready for the game.,football game is ready to start,football football game is ready to start
15465,15465,contradiction,football players huddle and get ready for the game.,the game is over,the second game is over
15466,15466,neutral,the sooners quarterback is waiting for the snap from his center.,the man is bent over,the second man is bent over
15467,15467,contradiction,the sooners quarterback is waiting for the snap from his center.,the man is watching tv,the white man is watching tv
