,image_id,original,modified
22050,"4407    532761
Name: id, dtype: int64",A living room with a table in front of a flat screen TV.,A living room with cabinets in front of a flat screen TV.
22051,"4407    532761
Name: id, dtype: int64","A living room with a couch, coffee table, TV on a stand and a chair with ottoman","A living room with a couch, wooden coffee table, TV on a stand and a chair with ottoman"
22052,"4408    468954
Name: id, dtype: int64",A man with glasses on playing wii with a wii remote in his hand.,A man with glasses on playing wii with a glowing remote in his hand.
22053,"4408    468954
Name: id, dtype: int64",A man and woman are playing a video game.,A British man and woman are playing a video game.
22054,"4408    468954
Name: id, dtype: int64",A couple of people in a room with a remote.,A handful of people in a room with a remote.
22055,"4408    468954
Name: id, dtype: int64",A man and girl playing with an interactive video game system.,A man and girl playing with an old interactive video game system.
22056,"4408    468954
Name: id, dtype: int64",A group of people enjoying the Nintendo Wii.,A group of kids enjoying the Nintendo Wii.
22057,"4409    19786
Name: id, dtype: int64",One person standing and another bending over in the foreground.,One person speaking and another bending over in the foreground.
22058,"4409    19786
Name: id, dtype: int64",Two people with Wii remote controllers near a sofa.,Two curious people with Wii remote controllers near a sofa.
22059,"4409    19786
Name: id, dtype: int64",Group of people sending around photography equipment and a living room. ,Group of people sending around photography equipment and a cutting room. 
22060,"4409    19786
Name: id, dtype: int64",A man laughs while looking towards the floor.,A colleague laughs while looking towards the floor.
22061,"4409    19786
Name: id, dtype: int64",some people are standing around in a room,some people are standing around in line a room
22062,"4410    458410
Name: id, dtype: int64",A living room with an old fashioned TV and a couch.,A living room with an old fashioned TV upright and a couch.
22063,"4410    458410
Name: id, dtype: int64",an image of a very old fashioned living room,an image of a very high fashioned living room
22064,"4410    458410
Name: id, dtype: int64","A room with an old sofa, coffee table, lamp and t.v.","A room with an attractive sofa, coffee table, lamp and t.v."
22065,"4410    458410
Name: id, dtype: int64",a family room with a couch and a tv,a family room with sofa and a tv
22066,"4410    458410
Name: id, dtype: int64",A 70s themed living room displays an old tv.,A 70s themed mural displays an old tv.
22067,"4411    66635
Name: id, dtype: int64","A desk area with a computer monitor, keyboard and mouse.","A desk area with a regular computer monitor, keyboard and mouse."
22068,"4411    66635
Name: id, dtype: int64",A computer monitor with a keyboard and a mouse.,compact computer monitor with a keyboard and a mouse.
22069,"4411    66635
Name: id, dtype: int64",a desk top with a monitor and keyboard on it,a shiny top with a monitor and keyboard on it
22070,"4411    66635
Name: id, dtype: int64",a small wood table with a small computer on it ,a cherry wood table with a small computer on it 
22071,"4411    66635
Name: id, dtype: int64","An apple computer monitor, keyboard and mouse sits on top of a clean wooden desk. ","An apple computer tray monitor, keyboard and mouse sits on top of a clean wooden desk. "
22072,"4412    383289
Name: id, dtype: int64",A security officer using a segway as a footrest,A security officer treating a segway as a footrest
22073,"4412    383289
Name: id, dtype: int64",The security officer on a segway is using his cell phone.,The security officer on inspecting a segway is using his cell phone.
22074,"4412    383289
Name: id, dtype: int64",A POLICE OFFICER IS SITTIGN DOWN TALKING ,A POLICE OFFICER IS ST DOWN TALKING 
22075,"4412    383289
Name: id, dtype: int64",a security officer sitting on a fence while talking on a cell phone and holding onto a segway,a security officer sitting on a fence while talking on perhaps a cell phone and holding onto a segway
22076,"4412    383289
Name: id, dtype: int64",A security employee sitting on a ledge on a cell phone.,A security employee collapses sitting on a ledge on a cell phone.
22077,"4413    294695
Name: id, dtype: int64",two girls walk off the windy beach while a kite flies overhead,two girls walk tourists off the windy beach while a kite flies overhead
22078,"4413    294695
Name: id, dtype: int64",A couple of beautiful women walking on a beach under a kite.,A couple of African women walking on a beach under a kite.
22079,"4413    294695
Name: id, dtype: int64",There are 2 girls walking on the beach and a kite in the sky.,There simply are 2 girls walking on the beach and a kite in the sky.
22080,"4413    294695
Name: id, dtype: int64",People on a beach with a colored windsock and American flag colored windsocks.,People on of a beach with a colored windsock and American flag colored windsocks.
22081,"4413    294695
Name: id, dtype: int64",Two women leaving a beach with kites flying in the background.,Two women leaving a California beach with kites flying in the background.
22082,"4414    143068
Name: id, dtype: int64",Kites being used by people on a beach.,Kites being used by people on inside a beach.
22083,"4414    143068
Name: id, dtype: int64",A kite that someone is flying over a beach.,A kite that someone floats over a beach.
22084,"4414    143068
Name: id, dtype: int64",People are standing around while a kite is being flown.,Researchers are standing around while a kite is being flown.
22085,"4414    143068
Name: id, dtype: int64",A kite flies over flags posted on a windy beach.,A kite flies over flags posted on Florida beach.
22086,"4414    143068
Name: id, dtype: int64",A group of people flying kites on top of a sandy beach.,A group of tourists flying kites on top of a sandy beach.
22087,"4415    367228
Name: id, dtype: int64",Young man flying a kite over a grassy area by water.,Young man pushes a kite over a grassy area by water.
22088,"4415    367228
Name: id, dtype: int64",A young girl flies a kite in the grass by the water.,A young Israeli girl flies a kite in the grass by the water.
22089,"4415    367228
Name: id, dtype: int64",A man is flying a kite in the middle of a field next to the ocean.,A man is demonstrated flying a kite in the middle of a field next to the ocean.
22090,"4415    367228
Name: id, dtype: int64",A person playing with a kite near the beach,Watch person playing with a kite near the beach
22091,"4415    367228
Name: id, dtype: int64",A young woman flies a kite near a body of water.,A young woman flies a kite near a body of cold water.
22092,"4416    140929
Name: id, dtype: int64",The clock is on display on the side of the building outside.,The clock is directly on display on the side of the building outside.
22093,"4416    140929
Name: id, dtype: int64",a black and white clock is hanging up outside,a black and white clock is hanging up nearby outside
22094,"4416    140929
Name: id, dtype: int64",A black clock with the word Kerttui showing 12:44,Chinese black clock with the word Kerttui showing 12:44
22095,"4416    140929
Name: id, dtype: int64",a large clock hangs from a building and reads 12:43,a cross hangs from a building and reads 12:43
22096,"4416    140929
Name: id, dtype: int64",a big clock on a pole saying it is 12:43,a big clock on a pole again saying it is 12:43
22097,"4417    476787
Name: id, dtype: int64",There is a homemade pizza on a cutting board.,There is a homemade pizza on line a cutting board.
22098,"4417    476787
Name: id, dtype: int64",a homemade pizza  is on a cutting board,a homemade pizza  is on a clear cutting board
22099,"4417    476787
Name: id, dtype: int64",The pizza is ready to go into the oven.,The pizza topping is ready to go into the oven.
22100,"4417    476787
Name: id, dtype: int64",There is a pizza on the cutting board,There is a pizza on the cutting paper board
22101,"4417    476787
Name: id, dtype: int64",A close-up photo of uncooked pizza on a cutting board.,A close-up photo of uncooked Hawaiian pizza on a cutting board.
22102,"4418    182923
Name: id, dtype: int64",A woman swinging a tennis racquet on a tennis court.,A woman swinging a tennis racquet on a tennis practice court.
22103,"4418    182923
Name: id, dtype: int64",A woman jumping in the air on the tennis court,A woman jumping in the air on the Madrid tennis court
22104,"4418    182923
Name: id, dtype: int64",a women that is playing tennis on a court,a women that is playing tennis on a gravel court
22105,"4418    182923
Name: id, dtype: int64",There is a woman jumping in the area during a tennis game.,There is a woman frog jumping in the area during a tennis game.
22106,"4418    182923
Name: id, dtype: int64",Her long legs propel her high enough to hit the tennis ball.,Her bent legs propel her high enough to hit the tennis ball.
